"","GS001c","GS002","GS003","GS004","GS005","GS006","GS007","GS008","GS009","GS011","GS013","GS014","GS015","GS016","GS017","GS018","GS019","GS021","GS022","GS023","GS026","GS027","GS028","GS029","GS030","GS031","GS034","GS035","GS036","GS048a","GS049","GS051","GS108a","GS110a","GS112a","GS113","GS114","GS117a","GS119","GS120","GS121","GS122a","GS123","GS148","GS149"
"Pox_A32",7.44474140690723e-06,0.000171050110840472,7.71019930865213e-05,2.93841090738129e-05,0.000175013855263542,2.380697306241e-05,0.000165095507751234,3.98080116466868e-05,4.66044031840128e-05,6.94231514639607e-05,7.59248596971864e-05,3.34819560158704e-05,2.76939267218699e-05,0,5.12299456108744e-05,1.98896126497936e-05,3.69141850666301e-05,2.23127126680426e-05,2.32373051697195e-05,2.21171656852174e-05,1.36335439715877e-05,2.24428748681481e-05,7.44571145634393e-06,1.56966979379771e-05,7.20814231756192e-06,3.06458928374419e-05,2.65701638316302e-05,2.44236029699101e-05,5.58238200240042e-05,2.91106690602106e-05,1.72003061654497e-05,0,0,9.85444977679671e-06,1.87076738878288e-05,7.08938294010889e-06,2.06447883522104e-05,1.3136703160428e-05,1.24415248332836e-05,0,1.34559620003633e-05,1.73929680230283e-05,2.89180318387531e-05,1.61287721165788e-05,0
"PAT1",0,6.84200443361887e-06,0,0,0,0,0,0,9.32088063680257e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72285572817197e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUF1888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57817816701065e-06,0,0,0,3.20612498116402e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5805985440263e-06,0,0,0,0,0,0,0,0
"Cas_Csy1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5322946418721e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Binary_toxA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88472059398202e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMF",0,0,2.57006643621738e-05,0,1.45844879386285e-05,2.380697306241e-05,0,1.13737176133391e-05,0,0,1.26541432828644e-05,5.58032600264507e-06,0,0,8.53832426847907e-06,4.97240316244841e-06,5.27345500951859e-06,5.57817816701065e-06,1.16186525848597e-05,0,0,0,0,5.23223264599237e-06,0,1.5322946418721e-06,0,4.88472059398202e-06,0,1.9407112706807e-05,0,0,0,9.85444977679671e-06,0,0,0,0,0,0,0,8.69648401151414e-06,2.16885238790648e-05,0,0
"ABM",0.000357347587531547,0.000218944141875804,0.00037265963325152,0.000440761636107193,0.000145844879386285,0.00035710459593615,0.000363210117052715,0.000466322422146903,0.000307589061014485,0.00030083365634383,0.000411259656693093,0.000223213040105803,0.000276939267218699,0.000238571827576576,0.000278918592770316,0.000278454577097111,0.000263672750475929,0.000278908908350533,0.000191707767650186,0.000331757485278262,0.000252220563474372,0.000330230873059894,0.000323888448350961,0.000329630656697519,0.000327970475449067,0.000275813035536977,0.00025507357278365,0.000263774912075029,0.000241903220104018,0.000320217359662316,0.000326805817143545,0.000202260559190958,0.000287728384405122,0.000226652344866324,0.000252553597485689,0.000198502722323049,0.000227092671874315,0.000265361403840647,0.000286155071165522,0.000263459982310544,0.000269119240007266,0.000243501552322396,0.000289180318387531,0.000403219302914469,0.000273816483752322
"Sec_GG",0.000536021381297321,0.000540518350255891,0.000475462290700215,0.000558298072402445,0.000583379517545139,0.00040471854206097,0.000429248320153209,0.000460635563340233,0.000279626419104077,0.000416538908783764,0.000455549158183118,0.000513389992243347,0.000526184607715528,0.000436411879713248,0.000549298861272153,0.000586743573168913,0.000537892410970896,0.000541083282200033,0.000598360608120276,0.000586104890658262,0.00062032625070724,0.000490537122118094,0.000457911254565152,0.00052845549724523,0.000537006602658363,0.000487269696115327,0.000531403276632604,0.000512895662368113,0.000493110410212037,0.000611324050264422,0.000645011481204365,0.000529446757882213,0.000467558624658323,0.000502576938616632,0.00053316870580312,0.000588418784029038,0.000583215270949944,0.000514958763888779,0.000547427092664477,0.000865654227591788,0.000558422423015077,0.000573967944759934,0.000563901620855685,0.000556442638021967,0.000473628512436449
"MCM",0.00013400534532433,0.000116314075371521,0.000218455647078477,0.000220380818053597,0.000145844879386285,0.000226166244092895,0.000115566855425864,0.000284342940333477,0.000335551702924892,0.000214054717013879,0.000151849719394373,0.000239954018113738,0.000276939267218699,0.000261847127827949,0.000256149728054372,0.000263537367609766,0.000184570925333151,0.00025659619568249,0.000307894293498783,0.000187995908324348,0.000190869615602228,0.000211604248756825,0.000268045612428382,0.000245914934361641,9.37058501283049e-05,0.000137906517768489,0.000138164851924477,0.000190504103165299,0.00039076674016803,0.00019407112706807,0.000197803520902672,0.000315288518738846,0.000161847216227881,0.000266070143973511,0.000261907434429603,0.000262307168784029,0.000157416511185604,0.000218069272463106,0.000199064397332537,0.000112911420990233,0.000215295392005813,0.000182626164241797,0.000159049175113142,0.000209674037515524,0.000140608464629571
"SbmA_BacA",0.000394571294566083,0.0003626262349818,0.000231305979259564,0.00020568876351669,0.000175013855263542,0.000369008082467355,0.000462267421703455,0.00038101954004686,0.000372835225472103,0.000237195767501866,0.000145522647752941,0.000273435974129609,0.000299094408596195,0.000279303603016479,0.000264688052322851,0.000432599075133012,0.000316407300571115,0.000317956155519607,0.000313703619791213,0.000315169611014349,0.000436273407090806,0.000394353372683174,0.000364839861360853,0.000361024052573474,0.000355001009139924,0.00038767054439364,0.000483576981735669,0.000527549824150059,0.000223295280096017,0.000378438697782737,0.000395607041805344,0.000374776918500892,0.000413609552582362,0.000305487943080698,0.000439630336363976,0.000326111615245009,0.000322574818003288,0.000349436304067386,0.000622076241664178,0.000583375675116205,0.000396950879010718,0.000400038264529651,0.000491606541258802,0.000249995967806971,0.000333020047806878
"RLI",0,1.36840088672377e-05,0,0,0,0,0,1.13737176133391e-05,1.86417612736051e-05,0,6.3270716414322e-06,4.46426080211606e-05,2.76939267218699e-05,2.32753002513732e-05,2.56149728054372e-05,2.98344189746905e-05,0,1.6734534501032e-05,0,3.31757485278262e-05,6.81677198579385e-06,0,0,0,0,4.59688392561629e-06,0,4.88472059398202e-06,9.30397000400071e-06,1.9407112706807e-05,8.60015308272487e-06,2.97441998810232e-05,3.59660480506402e-05,0,0,1.41787658802178e-05,5.1611970880526e-06,1.57640437925137e-05,0,0,6.72798100018166e-06,8.69648401151414e-06,1.44590159193765e-05,0,7.40044550681951e-06
"DUF1273",0,0,0,0,0,0,0,5.68685880666955e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5322946418721e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ligase_CoA",0.00114649017666371,0.000903144585237691,0.000603965612511083,0.000910907381288199,0.000743808884870052,0.00116654168005809,0.00082547753875617,0.000801847091740406,0.000671103405849785,0.000769439928725564,0.000727613238764703,0.000948655420449663,0.000880666869755463,0.0009135555348664,0.00079121804887906,0.00072099845855502,0.000706642971275491,0.000697272270876332,0.000813305680940181,0.00077410079898261,0.000852096498224231,0.000926570119556401,0.000997725335150087,0.000884247317172711,0.00103256638699074,0.00113083344570161,0.00114783107752642,0.0008694802657288,0.00104204464044808,0.000950948522633545,0.000713812705866164,0.000856632956573468,0.000971083297367285,0.000768647082590144,0.000860552998840124,0.000879083484573503,0.000849016920984653,0.00092745124312622,0.000957997412162835,0.000865654227591788,0.000780445796021072,0.000843558949116872,0.0010482786541548,0.000903211238528411,0.000843650787777424
"FliW",0,6.84200443361887e-06,0,0,0,0,0,0,0,0,6.3270716414322e-06,5.58032600264507e-06,1.1077570688748e-05,0,1.42305404474651e-05,9.94480632489682e-06,1.05469100190372e-05,2.78908908350533e-05,5.80932629242987e-06,5.52929142130436e-06,2.04503159573815e-05,3.20612498116402e-06,7.44571145634393e-06,0,3.60407115878096e-06,7.66147320936048e-06,5.31403276632604e-06,0,0,1.9407112706807e-05,8.60015308272487e-06,5.94883997620464e-06,1.79830240253201e-05,1.97088995535934e-05,9.35383694391439e-06,0,5.1611970880526e-06,5.25468126417122e-06,0,0,0,1.73929680230283e-05,7.22950795968826e-06,0,0
"FBPase_2",0,0,0,0,0,1.1903486531205e-05,0,0,0,5.78526262199673e-06,0,5.58032600264507e-06,5.53878534437398e-06,1.74564751885299e-05,2.84610808949302e-06,9.94480632489682e-06,5.27345500951859e-06,5.57817816701065e-06,1.16186525848597e-05,5.52929142130436e-06,0,3.20612498116402e-06,0,0,0,0,0,4.88472059398202e-06,0,9.70355635340352e-06,0,0,0,0,0,0,0,2.62734063208561e-06,0,0,0,0,2.16885238790648e-05,1.61287721165788e-05,7.40044550681951e-06
"Rab5-bind",0,0,0,0,0,0,0,0,0,0,0,0,5.53878534437398e-06,0,2.84610808949302e-06,0,0,0,0,0,0,0,0,0,0,0,5.31403276632604e-06,0,0,0,0,0,0,0,0,0,2.5805985440263e-06,5.25468126417122e-06,0,1.88185701650389e-05,0,0,0,8.06438605828938e-06,7.40044550681951e-06
"RNA_pol_N",0,2.05260133008566e-05,5.14013287243475e-05,1.46920545369064e-05,7.29224396931424e-05,3.5710459593615e-05,1.65095507751234e-05,5.68685880666955e-05,6.5246164457618e-05,6.3637888841964e-05,4.42895014900254e-05,5.02229340238057e-05,5.53878534437398e-05,2.90941253142166e-05,4.26916213423953e-05,4.47516284620357e-05,2.10938200380743e-05,3.90472471690746e-05,2.32373051697195e-05,3.87050399491305e-05,4.77174039005569e-05,2.56489998493121e-05,5.21199801944075e-05,5.23223264599237e-05,7.20814231756192e-06,3.98396606886745e-05,1.59420982989781e-05,2.44236029699101e-05,7.44317600320057e-05,1.9407112706807e-05,4.30007654136244e-05,6.5437239738251e-05,1.79830240253201e-05,3.94177991071868e-05,0,3.54469147005445e-05,3.61283796163682e-05,2.89007469529417e-05,0,0,2.0183943000545e-05,1.73929680230283e-05,6.50655716371944e-05,8.06438605828938e-06,2.22013365204585e-05
"HHH",0.000781697847725259,0.000766304496565314,0.000732468934321952,0.000793370944992948,0.000802146836624566,0.000857051030246759,0.000759439335655677,0.000813220809353745,0.000699066047760192,0.00108762937293538,0.000961714889497694,0.000825888248391471,0.000808662660278601,0.000704077832604041,0.000816833021684498,0.000900004972403162,0.000891213896608641,0.000886930328554694,0.000824924333525041,0.000845981587459567,0.000818012638295262,0.000907333369669416,0.000941882499227507,0.000879015084526718,0.000937058501283049,0.000835100579820292,0.000919327668574404,0.000825517780382962,0.000846661270364064,0.000912134297219931,0.000911616226768837,0.000928019036287924,0.00118687958567113,0.000857337130581314,0.00085119916189621,0.000893262250453721,0.000818049738456338,0.000851258364795737,0.000933114362496268,0.000978565648582021,0.000847725606022889,0.000800076529059301,0.000766327843726956,0.000774181061595781,0.000873252569804702
"Melibiase",7.44474140690723e-06,2.05260133008566e-05,3.85509965432606e-05,0.000102844381758345,0.000160429367324913,7.14209191872299e-05,0.000181605058526358,0.000153545187780078,5.59252838208154e-05,0.000138846302927921,8.22519313386186e-05,1.11606520052901e-05,5.53878534437398e-06,2.32753002513732e-05,1.42305404474651e-05,0,5.27345500951859e-06,0,5.80932629242987e-06,5.52929142130436e-06,0,6.41224996232803e-06,1.48914229126879e-05,6.27867917519085e-05,1.08122134763429e-05,4.59688392561629e-06,2.65701638316302e-05,2.93083235638921e-05,0,1.9407112706807e-05,0,5.94883997620464e-06,1.79830240253201e-05,9.85444977679671e-06,0,7.08938294010889e-06,7.7417956320789e-06,1.57640437925137e-05,0,0,1.34559620003633e-05,8.69648401151414e-06,0,1.61287721165788e-05,7.40044550681951e-06
"TMP-TENI",0.000543466122704228,0.000376310243849038,0.000321258304527172,0.000528913963328632,0.00037919668640434,0.000666595245747479,0.000247643261626851,0.000352585246013512,0.000577894599481759,0.000480176797625728,0.000354316011920203,0.000513389992243347,0.00045971918358304,0.000401498929336188,0.000475300050945335,0.000556909154194222,0.000601173871085119,0.000479723322362916,0.000639025892167285,0.000597163473500871,0.000565792074820889,0.00048733099713693,0.000584488349322999,0.00059647452164313,0.000616296168151544,0.000622111624600071,0.000504833112800974,0.00048358733880422,0.000511718350220039,0.000630731162971229,0.000610610868873466,0.000481856038072576,0.000575456768810243,0.00063068478571499,0.000561230216634864,0.0006380444646098,0.000588376468037997,0.00064632579549306,0.000771374539663581,0.000621012815446282,0.000740077910019982,0.000695718720921132,0.000571131128815373,0.000604828954371704,0.000614236977066019
"DUF3038",7.44474140690723e-06,0,0,0,0,0,0,0,0,0,0,0,2.21551413774959e-05,4.07317754399032e-05,6.83065941478325e-05,4.47516284620357e-05,7.91018251427788e-05,0,2.32373051697195e-05,7.7410079898261e-05,9.54348078011139e-05,4.16796247551322e-05,1.11685671845159e-05,0,3.60407115878096e-06,1.5322946418721e-06,6.90824259622385e-05,0,1.86079400080014e-05,2.91106690602106e-05,7.74013777445239e-05,0,7.19320961012804e-05,5.91266986607803e-05,3.74153477756576e-05,2.12681488203267e-05,5.1611970880526e-05,1.05093625283424e-05,8.7090673832985e-05,3.76371403300777e-05,4.70958670012716e-05,8.69648401151415e-05,5.06065557178178e-05,3.22575442331575e-05,4.44026730409171e-05
"Cren7",0,0,0,1.46920545369064e-05,0,0,0,0,0,0,6.3270716414322e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TruB-C_2",7.44474140690723e-05,7.52620487698076e-05,7.71019930865213e-05,0.000190996708979784,5.83379517545139e-05,9.52278922496399e-05,4.95286523253702e-05,0.000102363458520052,5.59252838208154e-05,5.78526262199673e-05,6.95977880557542e-05,3.90622820185155e-05,4.43102827549918e-05,4.65506005027465e-05,4.55377294318884e-05,3.97792252995873e-05,1.58203650285558e-05,5.57817816701065e-05,4.06652840470091e-05,2.21171656852174e-05,0,3.84734997739682e-05,4.46742687380636e-05,2.61611632299619e-05,3.60407115878096e-05,4.90334285399071e-05,7.97104914948906e-05,3.41930441578742e-05,3.72158800160028e-05,2.91106690602106e-05,2.58004592481746e-05,2.97441998810232e-05,0,1.97088995535934e-05,1.87076738878288e-05,4.96256805807623e-05,2.32253868962367e-05,3.94101094812841e-05,6.22076241664178e-05,1.88185701650389e-05,1.34559620003633e-05,4.34824200575707e-05,2.89180318387531e-05,4.83863163497363e-05,6.66040095613756e-05
"Nsp1_C",7.44474140690723e-06,0,0,0,0,0,3.30191015502468e-05,5.68685880666955e-06,0,0,0,0,5.53878534437398e-06,1.16376501256866e-05,0,0,0,5.57817816701065e-06,0,0,0,3.20612498116402e-06,3.72285572817197e-06,0,1.80203557939048e-06,0,0,0,0,9.70355635340352e-06,0,0,0,9.85444977679671e-06,0,0,0,2.62734063208561e-06,0,0,6.72798100018166e-06,0,0,8.06438605828938e-06,0
"EcsB",0,0,0,0,0,0,0,0,0,1.15705252439935e-05,0,0,0,0,0,4.97240316244841e-06,0,0,0,0,6.81677198579385e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUF63",0,0,0,0,0,2.380697306241e-05,0,1.70605764200086e-05,1.86417612736051e-05,0,6.3270716414322e-06,1.11606520052901e-05,1.1077570688748e-05,8.72823759426497e-05,4.83838375213814e-05,2.48620158122421e-05,4.21876400761487e-05,1.11563563340213e-05,1.16186525848597e-05,2.76464571065218e-05,1.36335439715877e-05,4.16796247551322e-05,7.07342588352674e-05,6.27867917519085e-05,0,4.59688392561629e-06,5.31403276632604e-06,3.41930441578742e-05,6.51277900280049e-05,9.70355635340352e-06,3.44006123308995e-05,0.000136823319452707,3.59660480506402e-05,2.95633493303901e-05,4.6769184719572e-05,3.54469147005445e-05,5.93537665126049e-05,6.30561751700546e-05,2.48830496665671e-05,0,2.0183943000545e-05,8.69648401151414e-06,2.89180318387531e-05,0,2.22013365204585e-05
"DUF1320",0,1.36840088672377e-05,0,0,0,0,0,0,0,1.73557878659902e-05,6.3270716414322e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAP2",0.000290344914869382,0.000369468239415419,0.000334108636708259,0.000293841090738129,0.000277105270833941,0.00016664881143687,0.000132076406200987,0.000244534928686791,0.000233022015920064,0.000387612595673781,0.000240428722374423,0.000295757278140189,0.000149547204298097,0.000250209477702262,0.000281764700859809,0.000203868529660385,0.000290040025523522,0.000278908908350533,0.000313703619791213,0.000281993862486522,0.00017723607163064,0.000304581873210581,0.000290382746797413,0.000209289305839695,0.000241472767638324,0.000188472240950268,0.000180677114055085,0.000278429073856975,0.000316334980136024,0.000320217359662316,0.000163402908571773,0.0002558001189768,0.000143864192202561,0.000187234545759138,0.000346091966924833,0.000283575317604356,0.000260640452946656,0.00032316289774653,0.000111973723499552,0.000207004271815427,0.000154743563004178,0.000182626164241797,0.00020965573083096,0.000137094562990919,0.000162809801150029
"RE_HpaII",0,0,0,0,0,0,0,0,0,2.89263131099836e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAD_kinase",0.000439239743007527,0.000389994252716276,0.000424060961975867,0.000499529854254819,0.000320858734649826,0.000488042947779405,0.000396229218602962,0.000534564727826938,0.000372835225472103,0.00061902310055365,0.000423913799975957,0.000630576838298893,0.000753274806834861,0.000616795456661391,0.000597682698793535,0.000651384814280742,0.000627541146132712,0.000535505104033023,0.000673881849921865,0.000591634182079567,0.000552158530849302,0.000589926996534179,0.000591934060779343,0.000570313358413169,0.00048835164201482,0.000677274231707467,0.000542031342165256,0.000512895662368113,0.00066058187028405,0.00068895250109165,0.000774013777445239,0.000517549077929804,0.000395626528557042,0.00071937483370616,0.000682830096905751,0.000616776315789474,0.00063482724183047,0.000635816432964717,0.000721608440330447,0.000602194245281244,0.000618974252016712,0.000791380045047787,0.000506065557178178,0.000669344042838019,0.000562433858518283
"DUF3095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58203650285558e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79830240253201e-05,0,0,0,0,0,0,0,0,0,0,0,0
"UPF0182",0.000148894828138145,4.10520266017132e-05,0.000102802657448695,4.40761636107193e-05,5.83379517545139e-05,7.14209191872299e-05,6.60382031004936e-05,0.000199040058233434,0.000139813209552038,0.000491747322869722,0.000278391152223017,0.000195311410092578,0.000121853277576228,9.3101201005493e-05,0.000102459891221749,0.000149172094873452,0.00014765674026652,0.000184079879511352,0.000214945072819905,7.18807884769567e-05,7.49844918437323e-05,0.000121832749284233,0.000119131383301503,0.000130805816149809,4.32488539053715e-05,0.000182343062382779,0.000265701638316302,9.76944118796405e-05,0.000167471460072013,2.91106690602106e-05,0.000137602449323598,0.000273646638905413,0.000125881168177241,8.86900479911704e-05,0.000168369064990459,0.000141787658802178,0.000157416511185604,0.00017340448171765,4.97660993331343e-05,7.52742806601554e-05,0.000107647696002906,8.69648401151415e-05,0.000115672127355012,0.000209674037515524,0.000170210246656849
"Chitin_synth_2",0,0,0,0,0,1.1903486531205e-05,0,1.70605764200086e-05,0,4.04968383539771e-05,1.26541432828644e-05,0,0,5.81882506284331e-06,2.84610808949302e-06,0,0,5.57817816701065e-06,1.16186525848597e-05,1.10585828426087e-05,6.81677198579385e-06,0,0,0,3.60407115878096e-06,0,0,0,0,1.9407112706807e-05,0,5.94883997620464e-06,0,0,9.35383694391439e-06,2.12681488203267e-05,2.5805985440263e-06,0,0,0,0,0,0,0,0
"ATP_sub_h",0,0,0,0,0,0,0,0,0,5.78526262199673e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glyco_hydro_31",7.44474140690723e-06,4.10520266017132e-05,0,0,5.83379517545139e-05,0,3.30191015502468e-05,6.2555446873365e-05,1.86417612736051e-05,2.31410504879869e-05,3.1635358207161e-05,1.11606520052901e-05,2.76939267218699e-05,4.65506005027465e-05,1.70766485369581e-05,4.97240316244841e-06,5.27345500951859e-06,3.34690690020639e-05,1.74279788772896e-05,1.10585828426087e-05,0,3.52673747928042e-05,1.48914229126879e-05,3.66256285219466e-05,1.98223913732953e-05,6.12917856748839e-06,1.59420982989781e-05,2.93083235638921e-05,0,3.88142254136141e-05,0,5.94883997620464e-06,1.79830240253201e-05,3.94177991071868e-05,9.35383694391439e-06,7.08938294010889e-06,1.29029927201315e-05,2.62734063208561e-06,1.24415248332836e-05,1.88185701650389e-05,4.03678860010899e-05,1.73929680230283e-05,0,3.22575442331575e-05,7.40044550681951e-06
"NodS",0.00026801069064866,0.00042420427488437,0.000514013287243475,0.000279149036201222,0.000350027710527083,0.000440429001654585,0.000264152812401975,0.000352585246013512,0.000354193464198498,0.000376042070429787,0.000385951370127364,0.000379462168179865,0.000420947686172422,0.000407317754399032,0.000330148538381191,0.00031326139923425,0.000268946205485448,0.000312377977352597,0.000307894293498783,0.000320698902435653,0.000313571511346517,0.000371910497815026,0.0003983455629144,0.000355791819927481,0.000403655969783467,0.000418316437231082,0.000297585834914258,0.000478702618210238,0.000409374680176031,0.000310513803308913,0.00033540597022627,0.000368828078524688,0.000359660480506402,0.000295633493303901,0.000402214988588319,0.000411184210526316,0.000322574818003288,0.0003652003478599,0.000311038120832089,0.0003387342629707,0.000336399050009083,0.000365252328483594,0.000361475397984413,0.000282253512040128,0.000340420493313697
"Peptidase_S37",0,0,0,0,0,0,0,0,0,0,1.26541432828644e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAPS",0,0,0,0,0,0,0,0,0,0,6.3270716414322e-06,0,0,1.16376501256866e-05,5.69221617898605e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62734063208561e-06,0,0,0,0,0,8.06438605828938e-06,0
